1.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016151067,0.10281149,0.055939842,0.011539927,0.55716926,0.2998066,0.11207326,0.019410988,0.1847326,0.2954022,0.5198652,0.45787254,0.3278183,0.21430916
2.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022747733,0.04855402,0.035415996,0.089620516,0.14962052,0.0026168497,0.0035985347,0.7545436,0.27128792,0.30911648,0.4195956,0.312926,0.28711796,0.39995605
3.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.014717124,0.012915141,0.0077107945,0.49166885,0.096266665,0.01156337,6.6813186E-4,0.39983296,0.17906813,0.2414564,0.57947546,0.366863,0.25975385,0.37338316
4.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08264982,0.048270077,0.020193106,0.81481904,0.007475458,0.0037216118,0.0065494506,0.16743444,0.40624174,0.046801466,0.5469568,0.74273115,0.16653773,0.09073114
5.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.097416736,0.11658393,0.082112946,0.7030359,0.001998535,0.0013421245,0.033787545,0.2598359,0.0860044,0.37319562,0.5408,0.18678096,0.19357948,0.6196396
6.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.020838387,0.017363388,0.023980102,0.104688644,0.0067985347,0.0054065934,0.0036395604,0.87946665,0.9562227,0.019469596,0.024307692,0.26394725,0.15969817,0.57635456
7.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011447493,0.033704154,0.022638556,0.039466668,0.04174945,4.6886445E-4,7.472527E-4,0.9175678,0.094367765,0.5102769,0.3953553,0.0546989,0.8244718,0.12082931
8.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023272105,0.025159586,0.026832601,0.044474725,0.1960586,0.07181539,0.4834608,0.20419048,0.4880381,0.4276132,0.084348716,0.53675604,0.16144176,0.3018022
9.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.024304522,0.0379349,0.023834737,0.15168644,0.0014065934,6.446886E-5,9.2307694E-4,0.84591943,0.3376762,0.38114578,0.28117803,0.45591208,0.28509012,0.2589978
10.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.021381237,0.13757305,0.07878639,0.025617583,0.028460072,0.08708572,0.77344763,0.08538901,0.2473348,0.3984176,0.35424763,0.6405304,0.24208352,0.11738608
11.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0073860097,0.023870893,0.022268837,0.2365392,1.1721611E-5,9.934066E-4,0.0028600732,0.75959563,0.1014066,0.8840821,0.014511355,0.029128205,0.27038535,0.7004864
12.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.057855185,0.024126485,0.018356726,0.5588689,0.07044396,0.09014799,0.014851282,0.2656879,0.700085,0.1868044,0.113110624,0.10955604,0.58775383,0.30269012
13.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.008390158,0.05911507,0.023101432,0.003976557,0.25593847,0.7392703,2.989011E-4,5.157509E-4,0.42774212,0.104524545,0.46773332,0.59054357,0.27201465,0.13744175
14.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011227897,0.019666795,0.023053616,0.053951647,0.07750623,0.012184615,0.030722344,0.82563514,0.59556043,0.33309597,0.07134359,0.04312674,0.5358711,0.4210022
15.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006543424,0.0249544,0.07280428,0.15307839,0.82877654,0.010142124,0.0017435898,0.006259341,0.97108865,0.025057875,0.0038534799,0.17445275,0.2758945,0.54965276
16.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.093634985,0.08516872,0.06129245,0.22943297,0.00574652,0.0020630036,0.009359707,0.7533978,0.20672235,0.2843751,0.50890255,0.2839033,0.3470857,0.36901098
17.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.009466739,0.045466553,0.027622027,0.006268132,0.34287474,0.49100366,0.01839707,0.14145641,0.18303004,0.4832879,0.33368206,0.3296498,0.49510038,0.17524981
18.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.035529755,0.03394882,0.031883176,0.9381597,9.084249E-5,8.7912085E-6,2.9304028E-5,0.061711356,0.02595751,0.057995606,0.91604686,0.29031208,0.3875282,0.3221597
19.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.002574922,0.016768353,0.013855243,0.72155017,0.27485713,2.9304028E-6,0.0,0.0035897435,0.027522344,0.56977874,0.4026989,0.036035165,0.6865876,0.27737728
20.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.019546686,0.01764615,0.01637672,0.086698905,0.7351853,0.06733773,0.0010285714,0.10974945,0.971326,0.021142857,0.0075311353,0.3306022,0.4047912,0.2646066
21.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.053430527,0.036402706,0.030326325,0.27505055,0.12963809,0.010370696,0.10072088,0.4842198,0.5449084,0.23993847,0.21515311,0.28949744,0.43944028,0.27106228
22.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017764123,0.08939384,0.039696213,0.030115752,0.007850549,0.020814652,0.49060807,0.450611,0.15860513,0.44081464,0.40058023,0.6400264,0.21318682,0.14678681
23.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.019028652,0.019033244,0.021794263,0.14309743,0.23478974,0.030206593,0.0074959705,0.58441025,0.73898023,0.21052308,0.050496705,0.01658022,0.105172165,0.8782476
24.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.031391725,0.080638126,0.059641484,0.03498315,0.0074080587,0.26825494,0.24789158,0.44146228,0.048776556,0.22144762,0.72977585,0.2796249,0.483663,0.23671208
25.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.005760622,0.011243753,0.008632447,0.008820513,0.39500368,0.5905084,0.0012805861,0.0043868134,0.42336997,0.12539195,0.4512381,0.0,0.005230769,0.9947692
26.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0022676908,0.011208973,0.011696561,2.6373626E-4,0.0,0.0,1.7875458E-4,0.9995575,1.7582417E-5,0.024715018,0.9752674,0.03244249,0.14816411,0.8193934
27.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.046466175,0.040654197,0.032250628,0.5133509,0.016621245,0.012430769,0.0029948717,0.4546022,0.9205099,0.037720148,0.041769963,0.33578607,0.086924545,0.5772894
