23.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7060111,0.013915972,0.19545555,0.0837375,8.80E-04,0.09595903,0.68514585,0.21889514,0.75942016,0.14603403,0.094545834
24.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.13565764,0.06574028,0.55285347,0.23279583,0.012952778,0.6651229,0.28074306,0.054134026,0.36130974,0.2567139,0.3819764
25.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.40671876,0.28014237,0.31093332,0.001859028,3.47E-04,0.16674444,0.30982986,0.5234257,0.27338958,0.2314882,0.49512222
26.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.57873017,0.02579025,0.16131122,0.19227098,0.041897394,0.77203685,0.21790363,0.010059523,0.30374375,0.41461962,0.28163663
27.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45698527,0.2743112,0.056786846,0.20670861,0.00520805,0.52234864,0.12664002,0.35101134,0.54242235,0.20301701,0.25456065
28.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.57210374,0.004127551,0.05973696,0.3603509,0.003680839,0.86591667,0.060237527,0.073845804,0.11206746,0.36676475,0.5211678
29.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4622677,0.10468542,0.1046125,0.2858849,0.04254948,0.22996406,0.30263385,0.46740207,0.4638974,0.258038,0.27806458
3.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007864583,0.003724479,0.9451443,0.038795833,0.004470833,0.13995573,0.3269979,0.53304636,0.05976875,0.27903542,0.6611958
30.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.22786313,0.004280478,0.038393617,0.720082,0.009380787,0.46773246,0.43988234,0.092385225,0.13172406,0.20499855,0.6632774
31.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9221713,0.028866667,0.029349074,0.009515741,0.010097222,0.6154185,0.24454352,0.14003797,0.3944426,0.20589536,0.39966205
32.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8385747,0.00535202,0.004113515,0.07380295,0.07815679,0.95940655,0.033079784,0.007513682,0.20796967,0.24806087,0.54396945
33.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9434026,0.003405253,0.017424265,0.024136862,0.011631012,0.31466803,0.66117096,0.02416102,0.14498647,0.13400395,0.72100955
34.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.44201058,0.021610199,0.028452331,0.25044134,0.25748554,0.66359735,0.23260966,0.10379301,1.12E-04,0.023245905,0.97664255
35.jpg,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.109708235,0.020530479,0.7067882,0.15201388,0.010959202,0.15428965,0.27255112,0.5731592,0.8426823,0.12557389,0.03174383
36.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8432663,0.05111931,0.060138408,0.023708044,0.02176794,0.5380864,0.33823496,0.123678625,0.47864246,0.32538146,0.19597608
37.jpg,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.43426022,0.12316503,0.23610726,0.1702527,0.036214795,0.48599634,0.39302516,0.12097849,0.7555261,0.18003231,0.064441554
38.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.95009583,0.049847223,1.25E-05,3.40E-05,1.04E-05,0.23436806,0.44428542,0.32134652,0.18882917,0.267334,0.54383683
39.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.98115355,0.00333478,0.001032022,0.004949846,0.009529803,0.037946083,0.42019868,0.5418552,0.38259935,0.16920477,0.4481959
4.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9867202,0.009182098,2.18E-04,9.34E-04,0.002946084,0.021201292,0.26114246,0.71765625,0.47302422,0.4634076,0.06356819
40.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1891593,0.15337189,0.59770525,0.055570863,0.004192744,0.72892576,0.2379076,0.033166666,0.40669444,0.45115986,0.1421457
41.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9968135,3.50E-04,8.40E-05,5.97E-04,0.002155518,0.30911964,0.09086817,0.6000122,0.64483863,0.15934864,0.19581275
42.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.052017212,0.0212972,0.5492666,0.36628926,0.011129761,0.19186808,0.4569224,0.35120952,0.8099731,0.18674825,0.003278605
43.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5070203,0.011555989,0.004264832,0.46995673,0.007202148,0.5011139,0.1164004,0.38248572,0.29006958,0.4118309,0.29809952
44.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.19685364,0.03510793,0.13308208,0.58165103,0.05330531,0.59523135,0.36429214,0.040476482,0.1767896,0.4566574,0.36655298
45.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4149615,1.17E-04,7.54E-04,0.14661407,0.4375534,0.5201874,0.43364587,0.046166737,0.26127753,0.3993492,0.33937326
46.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.62036896,0.08326212,0.28833136,0.002282461,0.005755107,0.73898315,0.22459793,0.036418915,0.18753178,0.6027997,0.20966847
47.jpg,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.3033549,0.008017222,0.011937459,0.57875186,0.09793854,0.33077112,0.14876302,0.52046585,0.26075873,0.5627988,0.17644246
48.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.57759476,0.005741119,0.019700369,0.14943314,0.24753062,0.29276276,0.5994428,0.10779444,0.2202924,0.45638403,0.32332358
49.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.45950827,0.19346492,0.32515588,0.015883127,0.005987803,0.4475759,0.32564163,0.22678249,0.6478717,0.28949356,0.06263479
5.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.92677516,0.054486882,0.01013696,0.002703029,0.005897955,0.29154658,0.3615572,0.34689623,0.3506414,0.45437065,0.19498794
50.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9485591,0.008556397,4.95E-04,9.25E-05,0.042297117,0.4352212,0.45668605,0.10809277,0.00105127,0.007649658,0.9912991
51.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8849353,0,0,0.072137155,0.04292752,0.6562843,0.2813737,0.062342014,0.48797047,0.42218274,0.08984679
52.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9590427,0.003225521,1.99E-04,8.39E-05,0.037448958,0.007155729,0.07887604,0.9139682,0.28691614,0.48730677,0.22577709
53.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15835698,0.18917973,0.6197675,0.03156026,0.001135508,0.83427936,0.14186604,0.023854574,0.29386392,0.24615224,0.45998383
54.jpg,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0.44806415,0.09472093,0.21307689,0.1641748,0.079963244,0.34274155,0.34610352,0.3111549,0.31597713,0.44234884,0.24167405
55.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.94643134,0.007634067,0.001690779,0.022259839,0.021983989,0.53900224,0.44654948,0.014448303,0.5295303,0.27578413,0.19468558
56.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.78420913,0.019908855,0.11122492,0.07549817,0.00915895,0.8490447,0.13136189,0.01959346,0.34120274,0.2975029,0.36129436
57.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.97141737,0.013459201,0.005698302,0.002331694,0.007093461,0.06977624,0.33290365,0.59732014,0.31973523,0.2964212,0.38384357
58.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.47010556,0.013283334,0.45396736,0.060697224,0.001946528,0.38285556,0.3681757,0.24896875,0.38904443,0.21023612,0.40071943
59.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.9867778,8.90E-04,4.34E-04,0.001766667,0.010131945,0.003239583,0.14864236,0.84811807,0.2264757,0.43403125,0.33949307
6.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00611304,2.99E-04,0.9375704,0.05243538,0.003582176,0.07252122,0.14696325,0.78051555,0.022345196,0.1813016,0.7963532
60.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4372646,0.23741458,0.14514375,0.14763542,0.032541666,0.2758625,0.4855271,0.23861042,0.24388888,0.5380493,0.2180618
7.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06690061,0.007052952,0.543536,0.3808381,0.001672309,0.76776344,0.22460634,0.007630209,0.3082001,0.50334764,0.18845226
8.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.73552805,0.028109567,0.06886092,0.16585937,0.001642072,0.16042246,0.38627893,0.4532986,0.2780353,0.6208811,0.10108362
9.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9904735,0.001307107,3.32E-05,1.11E-05,0.008175194,0.53194326,0.37394306,0.0941137,0,8.04E-06,0.99999195
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
