0.0,1.0,1.0,0.011539927,0.49068132,0.31697583,0.11461685,0.01978608,0.24557069,0.2873641,0.4529231,0.4710242,0.3215912,0.19391648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.089620516,0.14810257,0.003156044,0.0030534798,0.7548103,0.28669304,0.30040732,0.39308426,0.30274287,0.28183737,0.3879033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.49166885,0.096254945,0.01156337,6.6813186E-4,0.39983296,0.29224616,0.22947106,0.4636923,0.3554432,0.24624468,0.3733685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,0.8148161,0.0074695973,0.0037186814,0.0065260073,0.16745494,0.6380044,0.04362784,0.31493333,0.7412952,0.16185202,0.08539194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,1.0,0.703033,0.001998535,0.0013362637,0.03257436,0.2603487,0.16002052,0.35896263,0.46112233,0.26017874,0.17931722,0.54303,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.104688644,0.0067838826,0.0054065934,0.0036395604,0.87946665,0.9598623,0.019252747,0.019372893,0.26043662,0.1452337,0.574904,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.039443225,0.041764103,4.6886445E-4,7.472527E-4,0.9175678,0.10355165,0.47506228,0.3841143,0.060108423,0.8217817,0.11424176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.044474725,0.18644395,0.06921025,0.47857583,0.20680733,0.48728204,0.42049816,0.082171425,0.52547693,0.15486594,0.30126888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.15168644,0.0014065934,6.446886E-5,9.2307694E-4,0.84591943,0.3973597,0.3707194,0.21364103,0.45351502,0.27903882,0.2482901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,1.0,1.0,0.025617583,0.026578754,0.08578754,0.7722403,0.08593993,0.32833406,0.3856381,0.2667839,0.63267106,0.23688792,0.1111326,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
